ime,oznaka,rang,cena,sprememba_1h,sprememba_24h,sprememba_7d,trzna_vrednost,obseg_24h,ponudba_v_obtoku
UPCX,UPC,218,3.436794040015397,0.07259622,1.05820177,6.17030444,320580648.0215859,783430.40377443,93278981.6
Legacy Frax Dollar,FRAX,219,0.9980914318322484,-0.00839128,0.03591522,0.06973868,298070661.9725722,6094411.26028795,298640637.98783284
Global Dollar,USDG,220,1.0000263746029123,0.00222845,-0.00205403,0.03593871,293931605.60324997,5327243.01783712,293923853.478328
Qubic,QUBIC,221,2.409319747219762e-06,0.33099101,6.0107171,-8.17462643,292841892.0152914,7629926.90850749,121545466247565.0
SwissBorg,BORG,222,0.26824722256911776,0.0285262,5.65288755,11.8612796,263580376.34294513,410912.77635536,982602443.442
Euler,EUL,223,12.449323698082146,-0.18862644,1.74737832,20.63268539,245392695.36948788,1087420.74912637,19711327.40385659
Cheelee,CHEEL,224,4.280034957595068,0.22024386,0.98844024,7.23136539,243217598.96724027,1593710.40972056,56826077.67855782
WhiteRock,WHITE,225,0.0003709817013429766,1.49423198,11.03200411,-7.67435604,241138105.8729348,485939.23364609,650000000000.0
TROLL (SOL),TROLL,226,0.23571592846957343,1.62290931,7.2112593,259.16820621,235475765.5987695,35857952.78513097,998981134.315516
Non-Playable Coin,NPC,227,0.029663600522970887,-1.01632804,7.24983679,23.93270465,222511466.67170337,9058762.914931,7501161785.785074
GoМining,GOMINING,228,0.5432080448003421,-0.08853986,10.77087702,10.86685045,221273866.02737173,16581429.70564609,407346445.15197057
ORDI,ORDI,229,10.513345509210845,-0.00144997,7.15557506,22.2180215,220780255.69342774,62133694.42723364,21000000.0
Succinct,PROVE,230,1.128975082608114,0.72646884,11.22758272,24.23674019,220150141.10858223,194407836.6029159,195000000.0
Useless Coin,USELESS,231,0.2194714902398639,0.36168864,12.48213389,-4.38575691,219455661.7935789,46015811.0311814,999927879.26
MX Token,MX,232,2.331225896552461,0.00833218,1.73979494,6.8262225,217912119.30969074,6200198.89583742,93475334.0
Oasis,ROSE,233,0.029195314005187878,0.00520481,4.72671172,24.75009135,216209544.3601381,8354794.75983886,7405624900.0
Alchemy Pay,ACH,234,0.022607251979495993,-0.05064133,2.75842581,13.07069661,211575333.95536497,21949505.01843124,9358737370.966475
Astar,ASTR,235,0.025830040477713354,0.07574138,2.43332324,14.22583633,210421911.0754727,15942423.18502367,8146402684.0
Celo,CELO,236,0.36268556841706867,0.49521117,9.16268835,21.75734206,209893348.63205776,18822713.77084395,578719880.0
Grass,GRASS,237,0.8346615122796992,0.90265441,13.68160731,23.96252229,203578192.10677764,50251967.86020457,243905091.0
ZetaChain,ZETA,238,0.20739239906939502,0.07693217,5.5004616,15.82984783,202170863.42445573,11921859.23919831,974822917.0
Plume,PLUME,239,0.09982222895509459,-1.37461734,-0.32577134,10.33663055,199644457.91018918,18641835.20493336,2000000000.0
Ailey,ALE,240,0.5250772007410569,-0.01168197,-0.33867864,-1.44799865,199656959.2123373,4855878.66339579,380243055.5555556
Drift,DRIFT,241,0.5731264064560248,0.04189782,2.43853872,14.73835801,199130781.2771079,28949648.49920316,347446530.179005
yearn.finance,YFI,242,5755.651979445477,0.2576611,2.81431118,14.01362804,194542532.14835745,22958380.96124419,33800.25978692
SPACE ID,ID,243,0.177929305487019,0.04098775,-1.13483713,13.37390839,193433982.50128,28500849.85663817,1087139535.4004354
Official Melania Meme,MELANIA,244,0.22808908052705495,0.17732642,5.29722427,14.13349785,192164533.23339596,6028765.20140191,842497732.856625
XPR Network,XPR,245,0.006822983794986975,1.22876246,5.54275696,38.43537566,190857491.33764234,10153958.97926571,27972731149.950897
EthereumPoW,ETHW,246,1.760834410992174,-0.60125587,4.87205999,16.42726511,189851403.68584925,11392316.10660794,107818999.04993
Ribbita by Virtuals,TIBBIR,247,0.1877965107182781,-0.47306523,-6.93225124,53.76288693,187796510.7182781,4252251.98948432,1000000000.0
VeThor Token,VTHO,248,0.0020148234098450704,0.59240865,3.99111579,11.26806732,186718893.6403531,3585121.29604942,92672584966.0
NEXPACE,NXPC,249,0.9601460064197632,0.00809765,2.19109991,10.44294939,186487753.17315722,18508244.32426613,194228536.0
Sahara AI,SAHARA,250,0.09038844567762991,0.02810159,3.95089543,3.34418541,184392429.18236503,38113153.98514358,2040000000.0
Holo,HOT,251,0.00104810969564764,-0.04816461,3.97619389,14.54456319,183438002.47382718,6544936.46700756,175017942526.02402
Solayer,LAYER,252,0.6455562530014063,0.03732434,2.89174234,8.71036605,183092932.22084874,19234036.72801403,283620414.7502075
Siacoin,SC,253,0.003264052934291185,0.02339539,2.00536877,2.34094341,182870643.2854109,7309551.81201208,56025636522.075195
Rocket Pool,RPL,254,8.427595562537514,0.30161408,4.59863871,32.32418025,182256399.77109402,17825807.09395855,21626144.54130466
Legacy Token,LGCT,255,1.7135066079817525,0.09674306,0.03343469,0.34553361,181870646.3722889,7173771.76047371,106139448.5
Threshold,T,256,0.01787831554371934,0.17707144,3.66266139,11.29467075,181129535.88269997,6220782.52370449,10131241695.548374
Neiro (First Neiro On Ethereum),NEIRO,257,0.000429238301064565,0.01021993,5.30437153,14.63812246,180573957.74275133,64191296.95620858,420684634374.20465
Moo Deng (moodengsol.com),MOODENG,258,0.18106001230038998,1.06499637,8.80039883,14.7525768,179244304.6862793,124614214.22309549,989971791.17
Centrifuge,CFG,259,0.3090751448781856,-1.02053955,4.76220363,20.23717532,174145059.16970217,3839809.89963726,563439222.0
MultiBank Group,$MBG,260,1.984647932917472,-0.13425402,-0.06074144,-6.44098606,174021701.5479529,18693067.06504451,87683915.45
Venom,VENOM,261,0.1759378540451097,-0.28566464,0.88616015,-4.99744156,173988334.18765643,318164.8816534,988919270.0
UXLINK,UXLINK,262,0.359710247038703,0.18577253,6.33789287,11.93472864,172557847.92381147,56029523.81300374,479713462.0
aelf,ELF,263,0.21807225836355942,0.00014587,3.03506732,5.92277729,171354335.6896875,28214913.44623783,785768611.631535
Babylon,BABY,264,0.06695698401407134,-0.3503152,3.27739998,12.07299174,170793825.1396719,23966731.55587013,2550799257.98
Wilder World,WILD,265,0.4288371893572838,-0.12533504,-1.34918223,-0.00702276,170064998.02183795,2384086.11863269,396572410.7946922
DigiByte,DGB,266,0.009502186932134038,2.74837581,6.40481952,19.47559321,169520991.15464905,2739645.70772701,17840207982.161575
VVS Finance,VVS,267,3.472514399833206e-06,0.03617944,2.63551479,22.16435865,169530431.4792876,509415.80318597,48820656146863.086
Ankr,ANKR,268,0.01695109939826604,0.16038384,3.33854573,12.154537,169510993.9826604,13436401.62436099,10000000000.0
Harmony,ONE,269,0.011500671763663865,0.38083232,4.06132033,15.0172548,168812319.94449297,11355055.12507052,14678474737.262915
Omni Network,OMNI,270,4.823476129921256,0.12449036,2.37257305,15.44651777,166257930.8223303,134329071.43916178,34468488.35655884
Bio Protocol,BIO,271,0.10058758586759163,3.5653066,7.70303863,78.3653246,165570553.83121446,225327500.37340155,1646033677.05
Prom,PROM,272,8.964809956297556,-2.78970413,12.04559023,8.00701841,163607781.7024304,8560847.37434343,18250000.0
Orca,ORCA,273,2.7284554015428766,0.21140937,-0.27466783,32.18616211,163590667.2580797,91372406.19571787,59957244.368214
Aura,AURA,274,0.16923350264820586,0.11031129,-4.13429229,10.24891345,163020707.22375658,31564744.20815887,963288620.0
48 Club Token,KOGE,275,48.018115264561175,0.01251015,0.01269269,0.05786266,162696343.29440314,2200228137.165106,3388228.43
Gigachad,GIGA,276,0.01705185983936208,0.43561139,7.77985275,12.99440548,158623423.68219158,5472287.66321503,9302411888.0
WOO,WOO,277,0.08186527817530186,-0.10298261,4.65315547,22.30570894,156136970.23196974,7399205.48941565,1907242896.037396
ai16z,AI16Z,278,0.14170017194083678,0.41674961,4.76495829,19.56462555,155869926.62772325,51330810.53650907,1099998147.4461632
Osaka Protocol,OSAK,279,2.0761609075319957e-07,-0.05361156,3.55355998,39.43348382,155892639.79930001,419283.19723517,750869738630302.0
Metaplex,MPLX,280,0.18681001328355146,0.06939838,1.14200473,14.43218593,155381122.8021286,11605420.52610647,831760140.0
Altlayer,ALT,281,0.03862856545146911,0.38545476,5.51304645,22.92818205,154357685.8545084,40268608.20232222,3995946627.850709
GMX,GMX,282,15.04487083613987,0.13325718,2.77856447,24.17530313,154072616.53973186,9620113.62297386,10240873.33269941
Destra Network,DSYNC,283,0.15797672465372195,3.40355462,32.43592919,38.4453473,154019045.95515603,15131287.27872058,974947710.1310906
Sologenic,SOLO,284,0.38509198871971617,-1.13084962,-1.07449457,6.41510948,153565444.1188563,2420659.0811624,398776003.1814808
Casper,CSPR,285,0.011419064522492835,-0.12302107,2.370496,5.02064283,152023472.7096897,5001216.76613719,13313128445.0
Caldera,ERA,286,1.0181827124566154,-0.40265096,3.07070084,8.4042215,151200132.7998074,46894435.84318703,148500000.0
Kadena,KDA,287,0.4527109993754617,0.32235048,4.79651726,20.36763628,148211033.0033526,8246488.11024674,327385535.60178
ICON,ICX,288,0.1381088789567793,0.22170994,3.12087341,11.00193029,148012099.18753058,2499019.83461593,1071705891.0734512
Horizen,ZEN,289,8.520897834081005,0.02535314,3.43692076,14.40549213,147739806.37339503,11728623.08717001,17338525.73404655
GMT,GMT,290,0.048193129604679405,0.02167741,3.80586687,13.01074082,146821773.4260752,18273095.04979153,3046529134.5557117
Chia,XCH,291,10.19511243976525,-1.09045083,1.73790183,12.63939435,146929167.0210883,4884084.85364328,14411726.0
ZIGChain,ZIG,292,0.10359860206626606,0.08845314,4.78137461,12.61761473,145964296.78096113,19960272.01992666,1408940795.2396517
STASIS EURO,EURS,293,1.1699191805390008,1.15e-06,0.20257486,0.50099206,145217318.0084332,0.85465169,124125940.0
Polymesh,POLYX,294,0.14700118451671187,-0.00498453,2.75363997,12.67579055,144834919.90273753,2954939.43311445,985263624.772166
RyuJin,RYU,295,1.494750378506228e-07,1.17024001,22.09866893,-46.29251871,144071513.98847163,601691.67448026,963849991678536.0
EverValue Coin,EVA,296,9.334721533145252,0.1418907,1.74797819,73.1565353,143416227.50538516,317827.9476558,15363739.23915675
Blast,BLAST,297,0.003283344478247385,-0.05548716,2.72468474,12.53660834,142846875.63957274,12398652.61359456,43506514953.259766
Enjin Coin,ENJ,298,0.07551011780929026,0.06581387,3.3627629,12.62192632,141238778.47777733,17162470.97285161,1870461635.8100855
XYO,XYO,299,0.010428237530165073,-0.20637862,1.60481164,10.8009896,140538726.06627992,7925401.01790863,13476747692.0
Stronghold SHx,SHX,300,0.024213946530044717,-1.31738696,-0.36697479,18.50098125,140293306.9355724,1467068.28987404,5793905044.0
Osmosis,OSMO,301,0.18885278436508118,0.16121516,4.06503757,18.21149649,139682782.59450072,6114333.60892133,739638460.0
Status,SNT,302,0.029000176066109332,-0.03294209,2.28676212,8.11873181,139036268.5721748,8998432.26912431,4794324981.173396
Vana,VANA,303,4.6162304405782955,-0.19684534,3.5605628,12.52815217,138874676.57435745,6835719.16898889,30084000.0
Waves,WAVES,304,1.1703729703895551,-0.00802861,6.82718609,14.57922607,138692242.30163124,70034963.96640894,118502602.0
Elixir deUSD,DEUSD,305,0.9997547545519562,-0.00252139,-0.01049537,-0.01777442,137580484.51602498,500939.74698882,137614233.78044567
BOOK OF MEME,BOME,306,0.0019889924691521045,0.08822649,6.07746813,15.42603048,137086299.91105616,37271893.78979594,68922483135.1399
Neiro Ethereum,NEIRO,307,0.13698095545434258,0.75465123,3.94617577,21.92406508,136980955.45434257,6004026.70791703,1000000000.0
Kamino Finance,KMNO,308,0.054419620998959445,-0.0404394,4.47621035,10.54919919,136645435.61378172,7848961.22410872,2510958972.25
Zano,ZANO,309,10.12561533529211,-0.97114961,0.95677074,1.54675225,136005108.4275772,1267625.82950818,13431787.0
ssv.network,SSV,310,10.075088525903114,0.0572858,7.04375693,28.21390565,135444393.47884804,33682947.84287392,13443494.13214779
Ultima,ULTIMA,311,3615.567587769575,-0.27372939,-0.2052931,-20.30283456,135254767.89087203,15991843.90338301,37409.0
HashKey Platform Token,HSK,312,0.5403365317132099,-0.23138611,2.33171468,6.1521175,135073331.060697,13336594.87926696,249980009.0
Mask Network,MASK,313,1.3501911875484496,-0.58311332,5.02994981,12.12301771,135019118.75484496,30889627.09699478,100000000.0
Ontology,ONT,314,0.1462523095465878,0.12403684,3.57543089,13.56195519,133776674.1235645,8888502.58300096,914697857.0
Nano,XNO,315,1.0010186825167398,-0.06581205,5.04737013,13.40918443,133384034.71053925,1408320.95268382,133248297.0
Clearpool,CPOOL,316,0.16601234171077742,-1.72126496,25.87438044,30.71860334,131887966.1958053,13128627.50944713,794446755.2031598
SKALE,SKL,317,0.021857008096294223,-0.0054324,4.54786688,15.58709813,129860193.4329863,8142525.596774,5941352671.0
Space and Time,SXT,318,0.09255005283817623,0.10529132,3.90606437,12.56759268,129570073.97344673,12276002.85041065,1400000000.0
aixbt,AIXBT,319,0.134153166045226,0.35815412,3.77279449,15.98760141,129469913.96930039,44037904.49558103,965090260.5284263
COTI,COTI,320,0.0567113436315735,0.05781179,3.42566866,11.91805324,129405260.66602068,10526221.87334366,2281823218.7673917
Spark,SPK,321,0.11485352330301617,-0.5472434,1.76379803,26.31123458,129241801.94126743,138421250.77257136,1125275030.529894
AUSD,AUSD,322,0.9996063389473343,0.01706009,-0.03323447,0.02476594,128855071.80038504,7336578.28369703,128905817.0
Gravity (by Galxe),G,323,0.012875215047054385,-0.06748892,2.42113017,10.31301675,128663311.48671918,5367849.18564679,9993100000.0
Request,REQ,324,0.15509800999768142,0.39071156,1.21604949,3.19377206,127831297.37275752,3009982.57603641,824196889.2745206
Solar,SXP,325,0.19426631160725466,0.29928227,3.0757155,11.32805021,126656659.75488845,5570130.48300897,651974388.6986867
RedStone,RED,326,0.4475648467612145,1.78149868,10.24014737,38.52372593,125318157.09314007,14929656.85732414,280000000.0
Magic Eden,ME,327,0.7673078921395389,-0.08233735,3.94860045,6.35660343,125173891.31593297,34169445.45919362,163133850.95897
Freysa,FAI,328,0.01529091838666529,-0.48777987,-0.94714229,3.99277548,125228034.31127273,2473568.15558874,8189700000.0
Verge,XVG,329,0.007516265556107852,0.84120473,11.45450266,27.45663853,124183372.99289626,20568658.77652134,16521951235.741348
Band,BAND,330,0.7556088088934729,-0.22885097,7.37517612,23.27739164,124186111.9031947,10561842.57824576,164352387.692588
Loopring,LRC,331,0.09055568176166168,-0.15288607,5.11910274,14.79008934,123796717.06119268,12552856.28323504,1367078405.8257089
Big Time,BIGTIME,332,0.06318915779773017,0.12068826,3.97128946,12.09359706,123596202.3854323,13867947.77599473,1955971668.1312063
Subsquid,SQD,333,0.16831101288576636,0.37053301,1.0576824,10.42040894,122807924.02882063,33679558.93665159,729648772.9663363
Illuvium,ILV,334,19.39560807328686,-0.04262496,-0.56865369,58.29749569,122627405.05977604,35161742.79369383,6322431.58329581
Arkham,ARKM,335,0.5441049518141144,-0.05420847,6.52275475,21.0525339,122478024.65335715,58654411.4671552,225100000.0
Alchemist AI,ALCH,336,0.14199301932535963,-0.01305316,-1.53241628,-12.05937316,120694066.42655568,9351348.67352751,850000000.0
io.net,IO,337,0.6486061470935929,-0.38425539,6.13745849,11.85846562,120036626.45862402,29617065.39387996,185068592.08243507
LCX,LCX,338,0.12667216415306817,-0.57403182,5.46455524,15.04370333,119380854.46848392,681955.67899266,942439527.0
Terra,LUNA,339,0.1681241055248954,0.01733622,3.73046622,12.65541178,119365498.72949183,16604848.97700322,709984438.91686
UMA,UMA,340,1.337482482811223,-0.10295015,4.46491029,13.2520164,118969348.84559605,19932907.38196362,88950210.8435373
Ika,IKA,341,0.03955044970703428,-0.22664313,-1.06037766,17.51578141,118651349.12110284,12232655.68937412,3000000000.0
Tagger,TAG,342,0.0010925508760904574,4.162617,27.98020238,64.95045873,118437510.7597863,19934912.69203354,108404572594.0
Aleo,ALEO,343,0.26015928329655325,-0.88210841,-2.21939964,-1.01827896,117858508.04543997,6670556.05412794,453024418.548594
Rollbit Coin,RLB,344,0.05951001615488786,0.20020317,0.16450887,4.61986611,117812718.48471375,222934.52832333,1979712426.5280037
Yala,YU,345,0.9995167397353172,-0.0184233,-0.01556363,0.00276606,117433817.63958016,1341213.13150109,117490596.176186
Ape and Pepe,APEPE,346,2.9295542311693955e-06,-0.78013575,3.32430724,9.36173014,117421599.2493023,62180609.92060994,40081729158647.766
Storj,STORJ,347,0.28099927997828905,-0.06016316,3.48131909,10.24376407,116326221.32658976,9601251.78208418,413973378.63491154
Biconomy,BICO,348,0.11939248522061825,0.12535419,9.57518701,24.38587199,116067275.00907551,21562504.75733278,972148915.3576267
Metis,METIS,349,17.693052643148814,-0.16210562,9.85374765,21.27562977,114984218.13210939,14119241.3705156,6498834.342
ViciCoin,VCNT,350,18.88743000720654,0.02145499,0.04376614,-1.28990215,115007672.48336661,122308.28192267,6089111.77642936
Noble Dollar,USDN,351,0.9985702480583839,0.0,0.42164249,-0.29618499,114766298.72147411,0.0,114930621.0
AWE,AWE,352,0.05858173416732572,0.27149889,1.38397723,18.1171029,113790348.66151322,13248068.43863885,1942420283.0270672
AI Companions,AIC,353,0.1514188006593787,0.27344454,0.8737445,-10.53504171,113564055.06889382,4013232.60227482,749999700.0
CROSS,CROSS,354,0.3241989078571235,2.02942894,11.2876195,16.79493994,113469617.74999322,17184729.97638436,350000000.0
Across Protocol,ACX,355,0.18594639305753255,0.534561,8.37856884,22.73312547,112799535.35347651,30894252.47328837,606623949.5088022
Pixels,PIXEL,356,0.03745612323245254,-0.05299562,3.65317632,20.13410605,111648240.80637178,13738911.03622326,2980774067.66
Hive,HIVE,357,0.22849330498361786,-0.23297031,2.34148583,8.76331673,110613404.93620643,2489537.83929371,484099107.167
Merlin Chain,MERL,358,0.1169125196821803,0.28865285,1.50473954,21.72188727,110178358.54848671,9172342.27615735,942400000.0
World Mobile Token,WMTX,359,0.15627397190764347,0.10883619,1.99641911,7.94387118,109825296.36651807,2828267.61667449,702774077.0
GOHOME,GOHOME,360,218.55652126422711,-0.31811011,0.23320329,1.63577106,109255312.19738081,6407852.85676285,499895.0
Defi App,HOME,361,0.04012334692843747,0.76499631,-0.24437089,22.01182233,109135503.64534992,41607673.64682425,2720000000.0
Stargate Finance,STG,362,0.16458968538450505,0.17771277,2.70157761,8.61598898,108785778.20734727,4492708.36123345,660951371.0
Goatseus Maximus,GOAT,363,0.10774980786160201,0.20875034,6.66270561,15.93796995,107748957.7227201,30634688.48876738,999992110.065913
Tellor,TRB,364,39.67272132250567,-0.18326919,4.0326156,13.1133795,107241713.37014443,21694697.60575392,2703160.0
Venus,XVS,365,6.586681544419544,0.054536,4.80300481,13.59239441,107033378.20433289,6132850.85852548,16249970.10748381
ConstitutionDAO,PEOPLE,366,0.020940339533418707,0.19038253,8.7550428,17.91014635,105960993.87434638,42521640.27600986,5060137334.7
Banana Gun,BANANA,367,26.45775708978524,0.06322111,13.76343298,20.17208062,105950251.98372386,29124494.20000501,4004506.18788956
SLT,SLT,368,12.45126865827785,-0.04873701,1.98849452,3.00319184,105835783.59536172,151417.66841615,8500000.0
BORA,BORA,369,0.09589940990688113,-0.65237174,0.88850094,2.59813473,105465376.04509252,1348724.13178376,1099750000.0
IOST,IOST,370,0.0038378688414223766,0.00671531,2.48349919,7.51338365,105323102.62790802,9667592.93854891,27443121946.0
HarryPotterObamaSonic10Inu (ERC-20),BITCOIN,371,0.10525922356612943,-0.50369578,13.85391947,19.39074563,105237977.51814872,5977119.94786379,999798155.0
SwftCoin,SWFTC,372,0.010509857104810215,-0.16631336,0.79385085,-4.64032301,105098571.04810216,2082907.16537057,10000000000.0
PAAL AI,PAAL,373,0.10656264409774835,0.53679664,8.00640516,13.38527727,105012884.06939879,6737448.38523785,985456817.0537511
Bonfida (aka SNS),FIDA,374,0.10513957760217246,0.22531498,5.16381661,11.35665777,104184002.14882465,13717802.1614057,990911363.017231
Pythia,PYTHIA,375,0.10450522066669624,0.27358528,4.77109333,16.2219648,104335695.95409125,7115040.43257295,998377834.987348
Yield Guild Games,YGG,376,0.17582103908413202,0.36414965,5.99995647,18.14028763,103963769.48296133,21416663.14219314,591304487.9299893
DIA,DIA,377,0.8682439607074476,5.23423637,19.32840834,11.11353506,103908054.53899641,20880163.82794427,119676104.0
KUB Coin,KUB,378,1.494479887824291,-1.14607192,-0.5325554,1.72390178,103081415.49918559,2040553.69931994,68974776.0
BitMart Token,BMX,379,0.31540588804356595,-0.42188269,-0.56397418,0.3635974,102280331.05930008,6551308.3789855,324281615.96391135
Manta Network,MANTA,380,0.2396830028110287,0.0308805,7.11676643,21.79159929,101534245.91068813,16896545.7733991,423618882.9407313
Chintai,CHEX,381,0.10146634022664769,-0.25929364,18.05454592,22.99784853,101356951.04178736,1862494.20342052,998921916.5230954
Constellation,DAG,382,0.03515871386003507,-2.0587632,-2.38196888,-6.22561858,101026747.20416106,2694520.19048245,2873448318.0
Liquity,LQTY,383,1.0552111304083902,0.17563385,4.82711342,16.02268738,100400438.00368397,25645009.90798013,95147250.73533556
Animecoin,ANIME,384,0.01812434379913761,0.1845788,3.73745047,13.2102531,100383574.9528483,15615600.02373816,5538604656.0
Degen,DEGEN,385,0.004117498349830774,0.46381885,9.59911092,25.36883267,99842767.69958587,12844365.03878729,24248405030.61509
Powerledger,POWR,386,0.17587942908460796,0.03408108,2.71744101,9.37529307,99880566.10625775,4259189.0638958,567892257.929775
Orbler,ORBR,387,0.09777622785502897,-0.04977078,2.76552282,8.16414994,99300241.47454834,40568.25807581,1015586750.0
Ardor,ARDR,388,0.09915094864880838,0.27456356,3.2000008,9.30648407,98998874.02289239,4275904.85849451,998466231.2566
Civic,CVC,389,0.09876354858643796,0.12327813,3.54928676,8.76470701,98763548.58643796,11101331.54767044,1000000000.0
FUNToken,FUN,390,0.009140819096636799,0.36410885,1.19340774,-10.93825049,98777534.48119292,8911724.80756916,10806201658.398026
Sign,SIGN,391,0.07298510676920149,-0.00113619,-3.08602006,7.16379397,98529894.13842201,29297519.29352233,1350000000.0
SOON,SOON,392,0.4081533824099515,1.44738811,92.78017125,161.82821872,97635060.07122266,201354945.4359224,239211689.23
Stratis [New],STRAX,393,0.04874145158150172,-0.27076949,3.29700153,6.28952823,97180771.04168446,2405577.27946554,1993801331.074152
WAX,WAXP,394,0.02185699375650552,0.13326051,2.74007806,9.17514147,96896316.83341394,3585828.22920727,4433195063.917411
Block,BLOCK,395,0.2099768442589407,-1.03872442,-9.81063522,12.48854664,96589348.35911272,10060295.61060946,460000000.0
Aevo,AEVO,396,0.10505962348779728,0.06590531,5.39803568,18.73428021,95874639.74837373,16004752.44051407,912573608.8280348
Memecoin,MEME,397,0.0018328055056386551,-0.1786151,5.10811048,1.69490234,95607350.05326433,27092696.17815566,52164482133.60709
Cetus Protocol,CETUS,398,0.1162125140181163,-0.26949913,8.65557344,15.26818977,95412158.16062663,21765277.52289762,821014492.0
Apu Apustaja,APU,399,0.0002812195891146611,7.26039391,20.57515541,12.09654839,95021893.7325177,3249462.30136092,337892157625.5295
Dymension,DYM,400,0.2745146278030569,0.1302191,7.60292941,15.72956258,94155915.76132083,6159308.28523047,342990523.0
Xai,XAI,401,0.05517326955871763,-0.13500913,5.53668727,18.09294081,94000422.79735707,15610421.31781208,1703731237.049818
Usual,USUAL,402,0.08174534489101169,0.589977,8.45615191,17.80040803,93813461.2329627,25409313.3964885,1147630624.8146732
Hivemapper,HONEY,403,0.02044467816370597,0.13585408,2.01075028,7.85217831,93637045.60495846,609671.9880826,4580020524.42116
Paycoin,PCI,404,0.08899918447137395,-0.02664727,1.06886633,3.28334589,93662702.36209829,605576.39839539,1052399557.5737476
Wrapped ONUS,WONUS,405,0.9762,-0.50958011,3.48775575,21.74895061,93429492.46308815,80.86560218,95707326.841926
Venice Token,VVV,406,2.8349189562023813,-0.18080167,3.55344485,10.91237158,93140244.84521294,6442808.38798549,32854641.09703592
Phala Network,PHA,407,0.1152197406623706,0.3575289,8.80411736,21.1871345,92872927.93628655,17695879.78769831,806050485.8141705
BounceBit,BB,408,0.13526641884090715,-0.80318167,1.83065667,44.14169775,92930253.52362895,31862958.689311,687016440.0
Cookie DAO,COOKIE,409,0.15646312421539343,0.36177216,3.79895436,15.21956791,92613992.79287085,18469882.74459337,591922175.0
Bancor,BNT,410,0.8022569111178004,-0.07847367,4.8324938,15.91782496,92410450.70001477,7801008.85489281,115188101.74069732
Tokenlon Network Token,LON,411,0.7442419988812811,0.01503195,2.11108742,3.8415996,92323246.28645886,23263.02366051,124050035.37187634
Balancer,BAL,412,1.3831920605818049,-0.08367465,5.02536604,14.42497658,92292233.7111337,7384703.77967241,66724091.57142884
Flux,FLUX,413,0.23669719457881666,0.32496921,5.87027868,14.44796493,92101821.62168199,5434584.55764674,389112434.4991484
CARV,CARV,414,0.31131245937862934,0.31519902,4.2585062,16.2049623,91598714.21987359,19813054.12305393,294234013.0
Ark,ARK,415,0.47135976848166045,0.03969418,2.86553498,12.451591,89803918.4246623,16973960.73780708,190520966.0
SATS (Ordinals),SATS,416,4.3034209995803575e-08,-0.04844923,6.32176079,17.40243632,90371840.99118751,15106282.84582715,2100000000000000.0
MVL,MVL,417,0.003329034856896767,0.0789163,1.54014191,5.73410372,90060243.03746307,672396.81970128,27052958863.102654
Mythos,MYTH,418,0.10500125424303529,0.28450059,-4.39645612,-2.87294379,89844336.23105888,715535.46811257,855650124.17
Treasure,MAGIC,419,0.2825606757359557,-0.60301619,9.71314867,52.14471329,88839105.18251535,350851734.2938543,314407179.8070471
Spell Token,SPELL,420,0.0005372855839358856,-0.03529874,0.53946005,16.12516014,88420571.69534469,14221699.87960835,164569038029.3098
Audius,AUDIO,421,0.06539463692145951,-0.06557646,3.62679904,12.51560687,88050623.4659032,6821957.37802249,1346450223.0
Lisk,LSK,422,0.4370959604270348,0.00448103,2.99878324,9.93208028,87510080.30897139,3458583.8073697,200207936.54435888
Shuffle,SHFL,423,0.2751875507700355,0.08413056,2.66686067,6.7974493,87499709.59445496,402060.20639564,317963909.884773
ChainGPT,CGPT,424,0.10333906309094887,0.3226579,6.1204522,19.16743349,87477720.40011054,15470322.7166551,846511646.0667083
Sophon,SOPH,425,0.04300098482550972,0.64636466,5.03202676,9.5344894,86001969.65101944,31663738.23456735,2000000000.0
Kyber Network Crystal v2,KNC,426,0.4557175033996953,-0.045785,4.05343138,10.29417214,85435870.0321126,11922822.39246019,187475507.07346764
IQ,IQ,427,0.0037436632343289746,0.06617758,2.21025513,8.17469002,85041651.47447942,3041974.43133763,22716159587.929
Staika,STIK,428,0.6756909210937687,0.40368408,1.63765024,-3.4719379,84894002.12021469,130351.77187213,125640288.2886058
Taiko,TAIKO,429,0.49445274102251385,0.37621143,-2.38341772,21.13139677,84883185.81457515,32594989.8069545,171670978.38114762
Pundi X (New),PUNDIX,430,0.3268693508317372,-0.06690061,4.22837671,10.53184232,84458640.95299028,3842721.3496149,258386541.0999244
Cyber,CYBER,431,1.8363671271455255,0.03300318,6.62978268,17.77820564,84011377.57140134,16077355.63290541,45748683.0
Launch Coin on Believe,LAUNCHCOIN,432,0.08336372053855669,-1.47473589,2.79587637,22.34378394,83353240.88524778,18456660.10452441,999874290.0
Chromia,CHR,433,0.09826811977731753,-0.03945804,4.92523402,17.89618743,83074091.21969466,6842975.31641004,845381914.378197
Keep Network,KEEP,434,0.08574860031477717,-0.03933865,4.6848965,16.92431594,82986385.30781014,7487.93029328,967787054.2862843
Echelon Prime,PRIME,435,2.314593875766064,5.45956051,13.63542723,18.79346416,82801913.29122892,3414866.41630064,35773841.0
Dent,DENT,436,0.0008281840988619365,-0.07605526,5.75403493,21.1849434,82818409.8861936,3638045.21214793,99999999999.99994
EGL1,EGL1,437,0.08269870216589399,-0.30579265,8.14704498,6.40460303,82698702.16589399,78406449.71548206,1000000000.0
